"mppcv";"hyr_";"hyrcv";"ogc";"mpcv";"ouc";"mppnm";"VolgNr";"GalCV";"spef";"cq";"cu";"cfq";"cfu";"aq";"au";"afq";"afu";"atype";"cmucomb";"law";"ssecr";"pupr";"use";"note";"pos";"Content_";"GalNm_";"Index";"RemA";"RemW";"InnCnk";"VosNm_";"BT";"gdkp";"Excip";"Cheapest";"SpecRules";"Narcotic";"Amb";"Hosp"
"2721694";"RBC";"0016147";;"29611-232";"U";"Xylocaine avec Adrenaline 1% - 1/200 000 sol. inj. [flac.] 1x20ml";;"00464";;1;"x";20.0000;"ml";;;0.0000;;;;"R";;4.4200;;"aussi pour usage en dentisterie";;;"1% - 1/200 000 sol. inj. i.artic./p.dural/p.neur. [flac., infiltr. locorégionale]";22.1000;4.4200;4.4200;"10538";"lidocaïne + épinéphrine injection 10 mg + 5 µg / 1 ml [no switch: local]";false;false;;false;false;false;true;false
"2677466";"FBAAD";"0005363";;"29710-299";"U";"Yasminelle 0,02/3 compr. pellic. 13x21";;"00004";;13;"x";21.0000;"x";;;0.0000;;;;"R";"J";107.7000;;;;;"compr. pellic.";25.1600;68.7000;68.7000;"11569";"éthinylestradiol + drospirénone oral 0,02 mg + 3 mg [no switch: contraception orale]";false;false;;false;false;false;true;false
"2600567";"MBAA";"0013201";;"9340-1180";"O";"Erbitux 5 mg/1 ml sol. perf. i.v. [flac.] 1x 500mg/100ml";;"00074";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"sol. perf. i.v. [flac.]";0.0000;0.0000;0.0000;"6023";"cétuximab perfusion 500 mg / 100 ml [NOVOS: biologique]";false;false;;false;false;false;true;false
"2408367";"ONEA";"0014811";;"1065-1750";"O";"Allevyn pansement Adhesive 3x (7,5x7,5cm)";;"00606";;3;"x";;;;;0.0000;;;;;"4";9.2000;;;;;"pansement Adhesive";306.6700;9.2000;9.2000;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"3911187";"LCBAC";"0025833";"G";"42036-1636";"O";"Erelzi sol. inj. s.c. [stylo prérempli] 4x 50mg/1ml";;"00080";;4;"x";;;;;0.0000;;;;"R";"b4";463.7200;;;;;"sol. inj. s.c. [stylo prérempli]";302.5000;12.1000;8.0000;"11536";"étanercept injection 50 mg / 1 ml [NOVOS: biologique]";false;true;;false;false;false;true;false
"1414366";"JGCAA";"0008854";"B";"29876-2915";"O";"Zarontin sirop sol. 200ml 250mg/5ml";;"00096";;1;"x";200.0000;"ml";;;0.0000;;;;"R";"a";12.1200;;;;;"sirop sol.";0.0000;0.0000;0.0000;"11692";"éthosuximide oral 250 mg / 5 ml [no switch: antiépileptique]";false;false;;true;false;false;true;false
"3373677";"DAEA";"0003780";"B";"33134-1743";"U";"Zephirus 120/20 poudre inhal. (gél.) [inhalateur] 180x";;"00304";;180;"x";;;;;0.0000;;;;"R";"b";38.9400;;"+ 1 inhalateur";asthme, traitement d'entretien chez l'adulte: 1 gél. 2 x p.j.;;"poudre inhal. (gél.) [inhalateur]";5.5000;9.9000;5.8900;"36178";"salmétérol + budésonide inhalé 20 µg + 120 µg [no switch: inhalation]";false;false;;true;false;false;true;false
"0689851";"AADD";"0000141";"G";"29967-1024";"U";"Zestoretic 20/12,5 compr. (séc.) 28x";;"00019";;28;"x";;;;;0.0000;;;;"R";"b";11.8900;;;;;"compr. (séc.)";7.8900;2.2100;1.3200;"19612";"lisinopril + hydrochlorothiazide oral 20 mg + 12,5 mg";false;true;;true;false;false;true;false
"1183185";"ONFA";"0014837";;"16675-1230";"O";"Mepitel pansement 10x (5x7,5cm)";;"00273";;10;"x";;;;;0.0000;;;;;"4";31.4800;;;;;"pansement";314.8000;31.4800;31.4800;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"0603159";"ECFB";"0005876";"B";"30163-257";"O";"Zoladex implant s.c. [pistolet pour implant] 1x 3,6mg";;"00185";;1;"x";;;;;0.0000;;;;"R";"a";121.6600;;;;;"implant s.c. [pistolet pour implant]";0.0000;0.0000;0.0000;"14936";"goséréline (implant) 3,6 mg";false;false;;true;false;false;true;false
"3055969";"JIAAG";"0009233";"G";"30221-2485";"O";"Zolmitriptan AB compr. orodisp. Instant 12x 2,5mg";;"00164";;12;"x";;;;;0.0000;;;;"R";"b4";19.3600;;;;;"compr. orodisp. Instant";39.4200;4.7300;2.8400;"32482";"zolmitriptan oral 2,5 mg";false;true;;true;false;false;true;false
"2408458";"ONEA";"0014811";;"1065-1750";"O";"Allevyn pansement Adhesive Sacrum 3x (17x17cm)";;"00615";;3;"x";;;;;0.0000;;;;;"4";31.7900;;;;;"pansement Adhesive Sacrum";1059.6700;31.7900;31.7900;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"0118638";"JAAS";"0007674";;"16055-1446";"O";"Lysanxia compr. (séc.) 20x 10mg";;"00019";;20;"x";;;;;0.0000;;;;"R";;5.1800;;;;;"compr. (séc.)";25.9000;5.1800;5.1800;"26310";"prazépam oral 10 mg";false;false;;false;false;false;true;false
"1507706";"JIAAG";"0009233";;"30353-810";"O";"Zomig compr. orodisp. Instant 6x 2,5mg";;"00164";;6;"x";;;;;0.0000;;;;"R";;42.1400;;;;;"compr. orodisp. Instant";702.3300;42.1400;42.1400;"32482";"zolmitriptan oral 2,5 mg";false;false;;false;false;false;true;false
"3911179";"LCBAC";"0025833";"G";"42036-1636";"O";"Erelzi sol. inj. s.c. [ser. préremplie] 12x 50mg/1ml";;"00078";;12;"x";;;;;0.0000;;;;"R";"b4";1313.3500;;;;;"sol. inj. s.c. [ser. préremplie]";100.8300;12.1000;8.0000;"11536";"étanercept injection 50 mg / 1 ml [NOVOS: biologique]";false;true;;false;false;false;true;false
"3911161";"LCBAC";"0025833";"G";"42036-1636";"O";"Erelzi sol. inj. s.c. [ser. préremplie] 4x 50mg/1ml";;"00078";;4;"x";;;;;0.0000;;;;"R";"b4";463.7200;;;;;"sol. inj. s.c. [ser. préremplie]";302.5000;12.1000;8.0000;"11536";"étanercept injection 50 mg / 1 ml [NOVOS: biologique]";false;true;;false;false;false;true;false
"3025376";"MBEA";"8901894";;"9357-1628";"O";"Erivedge gél. 28x 150mg";;"00012";;28;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"gél.";0.0000;0.0000;0.0000;"32839";"vismodégib oral 150 mg [no switch: onco]";false;false;;true;false;false;true;false
"4376638";"MEDB";"8901928";;"43935-3269";"O";"Erleada (Abacus) compr. pellic. 112x 60mg";;"00004";;112;"x";;;;;0.0000;;;;;;0.0000;"H";"distribution parallèle";;;"compr. pellic.";0.0000;0.0000;0.0000;"44842";"apalutamide oral 60 mg [no switch: onco]";true;false;;false;false;false;true;false
"3722873";"GCAB";"0019430";;"24513-1529";"O";"Sildenafil EG (PI-Pharma) compr. pellic. 12x 50mg";;"00004";;12;"x";;;;;0.0000;;;;"R";;14.9900;;"importation parallèle";;;"compr. pellic.";124.9200;14.9900;14.9900;"28688";"sildénafil oral 50 mg";false;false;;false;false;false;true;false
"3889607";"MEDB";"8901928";;"43935-935";"O";"Erleada compr. pellic. 112x 60mg";;"00004";;112;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"compr. pellic.";0.0000;0.0000;0.0000;"44842";"apalutamide oral 60 mg [no switch: onco]";true;false;;true;false;false;true;false
"3606183";"DCCA";"0019521";;"9399-1628";"O";"Esbriet compr. pellic. 252x 267mg";;"00004";;252;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"compr. pellic.";0.0000;0.0000;0.0000;"25775";"pirfénidone oral 267 mg";false;false;;true;false;false;true;false
"4643490";"LDAAA";"0018879";"B";"46482-612";"O";"Bilastine EG compr. 100x 20mg";;"00007";;100;"x";;;;;0.0000;;;;"R";"cs";15.4900;;;;;"compr.";8.2100;8.2100;8.2100;"3756";"bilastine oral 20 mg";false;false;;false;false;false;true;false
"4641544";"AJB";"0001461";;"27060-3418";"O";"Torental (Orifarm) compr. lib. prol. 60x 400mg";;"00056";;60;"x";;;;;0.0000;;;;"R";;19.3000;;"importation parallèle";;;"compr. lib. prol.";32.1700;19.3000;19.3000;"25338";"pentoxifylline oral (libér. modifiée) 400 mg";false;false;;false;false;false;true;false
"3021607";"JABA";"0007732";;"25270-1529";"O";"Stilnoct (PI-Pharma) compr. pellic. (séc.) 28x 10mg";;"00043";;28;"x";;;;;0.0000;;;;"R";;13.9000;;"importation parallèle";;;"compr. pellic. (séc.)";49.6400;13.9000;13.9000;"32516";"zolpidem oral 10 mg";false;false;;false;false;false;true;false
"3623683";"DCCA";"0019521";;"9399-1628";"O";"Esbriet compr. pellic. 84x 801mg";;"00004";;84;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"compr. pellic.";0.0000;0.0000;0.0000;"38778";"pirfénidone oral 801 mg";false;false;;true;false;false;true;false
"4502076";"BBAA";"0002246";"B";"44123-3269";"O";"Esperoct (Abacus) sol. inj. (pdr+solv.) i.v. [flac.+ser. préremplie] 1000UI";;"00010";;1;"x";;;;"s";4.0000;"ml";;;"R";"a4";767.3200;;"distribution parallèle";;;"sol. inj. (pdr + solv.) i.v. [flac. + ser. préremplie]";0.0000;0.0000;0.0000;"35188";"turoctocog alfa injection 1 000 UI [NOVOS: biologique]";true;false;;false;false;false;true;false
"0012369";"SAACA";"0016246";"B";"37895-752";"O";"Omnipaque 240 mg/1 ml sol. inj./instill. i.v./i.théc./i.artér./i.canal. [flac.] 1x 5,18g/10ml";;"00090";;1;"x";;;;;0.0000;;;;"R";"b";8.8200;;;;;"sol. inj./instill. i.v./i.théc./i.artér./i.canal. [flac.]";117.0000;1.1700;0.7000;"17780";"iohexol injection/instillation 518 mg / 1 ml";false;false;;true;false;false;true;false
"0012971";"SAACA";"0016246";"B";"37895-752";"O";"Omnipaque 350 mg/1 ml sol. inj./instill. i.v./i.théc./i.artér./i.canal. [flac.] 1x 37,75g/50ml";;"00090";;1;"x";;;;;0.0000;;;;"R";"b";24.9600;;;;;"sol. inj./instill. i.v./i.théc./i.artér./i.canal. [flac.]";661.0000;6.6100;3.9400;"17806";"iohexol injection/instillation 755 mg / 1 ml";false;false;;true;false;false;true;false
"1563725";"SAACB";"0016253";"B";"37945-752";"O";"Visipaque 270 mg/1 ml sol. inj./instill. i.v./i.artic./i.théc./i.artér./i.utér./or./rect. [flac.] 1x 27,5g/50ml";;"00093";;1;"x";;;;;0.0000;;;;"R";"b";21.9600;;;;;"sol. inj./instill. i.v./i.artic./i.théc./i.artér./i.utér./or./rect. [flac.]";561.0000;5.6100;3.3700;"17764";"iodixanol injection/instillation/oral/rectal 550 mg / 1 ml";false;false;;true;false;false;true;false
"2177624";"SAACA";"0016246";"B";"37887-398";"O";"Iomeron 350 mg/1 ml sol. inj./instill. i.v./i.artér./i.canal./i.card./i.utér. [flac.] 1x 107,16g/150ml";;"00089";;1;"x";;;;;0.0000;;;;"R";"b";58.1600;;;;;"sol. inj./instill. i.v./i.artér./i.canal./i.card./i.utér. [flac.]";1210.0000;12.1000;8.0000;"17830";"ioméprol injection/instillation 714 mg / 1 ml";false;false;;true;false;false;true;false
"4393245";"AGBD";"0001032";"G";"46425-2485";"O";"Losartan AB compr. pellic. 98x 100mg";;"00004";;98;"x";;;;;0.0000;;;;"R";"b";21.3300;;;;;"compr. pellic.";5.5000;5.3900;3.2400;"19877";"losartan oral 100 mg";false;true;;true;false;false;true;false
"3256104";"ALIA";"0001743";"G";"32227-3491";"U";"Atozet 10/80 compr. pellic. 90x";;"00004";;90;"x";;;;;0.0000;;;;"R";"a4 b";54.4100;;;1 compr. 10/10, augmenter éventuellement jusqu’à 1 compr. 10/80 p.j. en 1 prise;;"compr. pellic.";15.0400;13.5400;8.0400;"35451";"ézétimibe + atorvastatine oral 10 mg + 80 mg";false;true;;true;false;false;true;false
"4502084";"BBAA";"0002246";"B";"44123-3269";"O";"Esperoct (Abacus) sol. inj. (pdr+solv.) i.v. [flac.+ser. préremplie] 500UI";;"00010";;1;"x";;;;"s";4.0000;"ml";;;"R";"a4";388.9400;;"distribution parallèle";;;"sol. inj. (pdr + solv.) i.v. [flac. + ser. préremplie]";0.0000;0.0000;0.0000;"35238";"turoctocog alfa injection 500 UI [NOVOS: biologique]";true;false;;false;false;false;true;false
"4364196";"BBAA";"0002246";"B";"44123-1354";"O";"Esperoct sol. inj. (pdr+solv.) i.v. [flac.+ser. préremplie] 1000UI";;"00010";;1;"x";;;;"s";4.0000;"ml";;;"R";"a4";767.3200;;;;;"sol. inj. (pdr + solv.) i.v. [flac. + ser. préremplie]";0.0000;0.0000;0.0000;"35188";"turoctocog alfa injection 1 000 UI [NOVOS: biologique]";true;false;;false;false;false;true;false
"4364204";"BBAA";"0002246";"B";"44123-1354";"O";"Esperoct sol. inj. (pdr+solv.) i.v. [flac.+ser. préremplie] 1500UI";;"00010";;1;"x";;;;"s";4.0000;"ml";;;"R";"a4";1145.6800;;;;;"sol. inj. (pdr + solv.) i.v. [flac. + ser. préremplie]";0.0000;0.0000;0.0000;"35196";"turoctocog alfa injection 1 500 UI [NOVOS: biologique]";true;false;;false;false;false;true;false
"4364212";"BBAA";"0002246";"B";"44123-1354";"O";"Esperoct sol. inj. (pdr+solv.) i.v. [flac.+ser. préremplie] 2000UI";;"00010";;1;"x";;;;"s";4.0000;"ml";;;"R";"a4";1524.0700;;;;;"sol. inj. (pdr + solv.) i.v. [flac. + ser. préremplie]";0.0000;0.0000;0.0000;"35204";"turoctocog alfa injection 2 000 UI [NOVOS: biologique]";true;false;;false;false;false;true;false
"4364220";"BBAA";"0002246";"B";"44123-1354";"O";"Esperoct sol. inj. (pdr+solv.) i.v. [flac.+ser. préremplie] 3000UI";;"00010";;1;"x";;;;"s";4.0000;"ml";;;"R";"a4";2280.8000;;;;;"sol. inj. (pdr + solv.) i.v. [flac. + ser. préremplie]";0.0000;0.0000;0.0000;"35220";"turoctocog alfa injection 3 000 UI [NOVOS: biologique]";true;false;;false;false;false;true;false
"4650073";"LDAAA";"0018879";"G";"46482-612";"O";"Bilastine EG compr. 30x 20mg";;"00007";;30;"x";;;;;0.0000;;;;"R";"cs";8.3400;;;;;"compr.";8.0300;2.4100;2.4100;"3756";"bilastine oral 20 mg";false;true;;true;false;false;true;false
"4364188";"BBAA";"0002246";"B";"44123-1354";"O";"Esperoct sol. inj. (pdr+solv.) i.v. [flac.+ser. préremplie] 500UI";;"00010";;1;"x";;;;"s";4.0000;"ml";;;"R";"a4";388.9400;;;;;"sol. inj. (pdr + solv.) i.v. [flac. + ser. préremplie]";0.0000;0.0000;0.0000;"35238";"turoctocog alfa injection 500 UI [NOVOS: biologique]";true;false;;false;false;false;true;false
"2564474";"EAIC";"0025445";"B";"9654-1347";"U";"Eucreas 50/1000 compr. pellic. 180x";;"00004";;180;"x";;;;;0.0000;;;;"R";"a4";128.6600;;;100 mg (vildagliptine) p.j. en 2 prises;;"compr. pellic.";0.0000;0.0000;0.0000;"32136";"vildagliptine + metformine oral 50 mg + 1 000 mg";false;false;;true;false;false;true;false
"2564466";"EAIC";"0025445";"B";"9654-1347";"U";"Eucreas 50/1000 compr. pellic. 60x";;"00004";;60;"x";;;;;0.0000;;;;"R";"a4";51.5500;;;100 mg (vildagliptine) p.j. en 2 prises;;"compr. pellic.";0.0000;0.0000;0.0000;"32136";"vildagliptine + metformine oral 50 mg + 1 000 mg";false;false;;true;false;false;true;false
"2305068";"ONEA";"0014811";;"26062-2287";"O";"Tegaderm Foam pansement Adhesive [Ovale] 10x (10x11cm)";;"00622";;10;"x";;;;;0.0000;;;;;"4";43.0800;;;;;"pansement Adhesive [Ovale]";430.8000;43.0800;43.0800;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"4613071";"NACA";"0017152";;"46490-711";"O";"Magnesium Sulfate Kalceks 200 mg/1 ml sol. inj./sol. perf. à diluer i.m./i.v./s.c. [amp.] 10x 2g/10ml";;"00743";;10;"x";;;;;0.0000;;;;;;0.0000;"H";"i.m./s.c.: exceptionnellement, voir RCP";;;"sol. inj./sol. perf. à diluer i.m./i.v./s.c. [amp.]";0.0000;0.0000;0.0000;"46979";"magnésium injection/perfusion 2 g / 10 ml";false;false;;false;false;false;true;false
"4614368";"JBBAB";"0020222";;"46508-711";"O";"Droperidol Kalceks sol. inj. i.v. [amp.] 10x 1,25mg/1ml";;"00037";;10;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"sol. inj. i.v. [amp.]";0.0000;0.0000;0.0000;"46987";"dropéridol injection 1,25 mg / 1 ml";false;false;;false;false;false;true;false
"2564458";"EAIC";"0025445";"B";"9654-1347";"U";"Eucreas 50/850 compr. pellic. 180x";;"00004";;180;"x";;;;;0.0000;;;;"R";"a4";128.6600;;;100 mg (vildagliptine) p.j. en 2 prises;;"compr. pellic.";0.0000;0.0000;0.0000;"32144";"vildagliptine + metformine oral 50 mg + 850 mg";false;false;;true;false;false;true;false
"2564441";"EAIC";"0025445";"B";"9654-1347";"U";"Eucreas 50/850 compr. pellic. 60x";;"00004";;60;"x";;;;;0.0000;;;;"R";"a4";51.1600;;;100 mg (vildagliptine) p.j. en 2 prises;;"compr. pellic.";0.0000;0.0000;0.0000;"32144";"vildagliptine + metformine oral 50 mg + 850 mg";false;false;;true;false;false;true;false
"4230116";"IEEBA";"8902348";"B";"44362-1909";"O";"Evenity sol. inj. s.c. [stylo prérempli] 2x 105mg/1,17ml";;"00080";;2;"x";;;;;0.0000;;;;"R";"b4";470.6900;;;;;"sol. inj. s.c. [stylo prérempli]";605.0000;12.1000;8.0000;"45310";"romosozumab injection 105 mg / 1,17 ml [NOVOS: biologique]";false;false;;false;false;false;true;false
"2963742";"KDCADA";"0011049";"B";"9753-794";"U";"Eviplera 200/25/245 compr. pellic. 30x";;"00004";;30;"x";;;;;0.0000;;;;"R";"a4";532.4100;;;;;"compr. pellic.";0.0000;0.0000;0.0000;"10272";"emtricitabine + rilpivirine + ténofovir oral 200 mg + 25 mg + 245 mg";false;false;;true;false;false;true;false
"4235545";"KDCADA";"0011049";"B";"9753-3269";"U";"Eviplera (Abacus) 200/25/245 compr. pellic. 30x";;"00004";;30;"x";;;;;0.0000;;;;"R";"a4";532.4100;;"distribution parallèle";;;"compr. pellic.";0.0000;0.0000;0.0000;"10272";"emtricitabine + rilpivirine + ténofovir oral 200 mg + 25 mg + 245 mg";false;false;;true;false;false;true;false
"1447788";"IECA";"0007377";"G";"9761-3467";"O";"Evista compr. pellic. 84x 60mg";;"00004";;84;"x";;;;;0.0000;;;;"R";"b4";36.5500;;;;;"compr. pellic.";11.1200;9.3400;5.5500;"27144";"raloxifène oral 60 mg";false;true;;true;false;false;true;false
"2672525";"MABBB";"0012773";;"9779-2097";"O";"Evoltra sol. perf. à diluer i.v. [flac.] 1x 20mg/20ml";;"00008";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"sol. perf. à diluer i.v. [flac.]";0.0000;0.0000;0.0000;"7179";"clofarabine perfusion 20 mg / 20 ml [no switch: onco]";true;false;;true;false;false;true;false
"4183281";"KBCC";"0010470";"G";"13755-612";"O";"Itraconazole EG gél. 30x 100mg";;"00012";;30;"x";;;;;0.0000;;;;"R";"b";21.5100;;;;;"gél.";18.1700;5.4500;3.2700;"17681";"itraconazole oral 100 mg";false;true;;true;false;false;true;false
"3148459";"AHCCA";"0001222";"G";"10397-1636";"O";"Flecainide Sandoz gél. lib. prol. Retard 100x 100mg";;"00468";;100;"x";;;;;0.0000;;;;"R";"b";25.7100;;;;;"gél. lib. prol. Retard";6.7800;6.7800;4.0400;"12963";"flécaïnide oral (libér. modifiée) 100 mg [no switch: marge TT étroite]";false;true;;true;false;false;true;false
"2408292";"ONEA";"0014811";;"1065-1750";"O";"Allevyn pansement Non-adhesive 3x (10x10cm)";;"00614";;3;"x";;;;;0.0000;;;;;"4";16.3600;;;;;"pansement Non-adhesive";545.3300;16.3600;16.3600;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"1777218";"FBABA";"0005413";;"9787-760";"U";"Evra 0,034/0,203 dispositif transderm. 9x";;"00177";;9;"x";;;;;0.0000;;;;"R";"J";36.4300;;;;;"dispositif transderm.";304.7800;27.4300;27.4300;"11601";"éthinylestradiol + norelgestromine dispositif transdermique 0,034 mg + 0,203 mg / 24 h [no switch: transdermique]";false;false;;false;false;false;true;false
"1027572";"ACAA";"0000356";;"14506-232";"O";"Lanoxin sol. inj. i.v. [amp.] 5x 0,5mg/2ml";;"00037";;5;"x";;;;;0.0000;;;;"R";;7.3400;;;;;"sol. inj. i.v. [amp.]";146.8000;7.3400;7.3400;"9282";"digoxine injection 0,5 mg / 2 ml [no switch: marge TT étroite]";false;false;;false;false;false;true;false
"2305134";"ONEA";"0014811";;"26062-2287";"O";"Tegaderm Foam pansement Adhesive talon [Rond] 5x (13,97cm)";;"00623";;5;"x";;;;;0.0000;;;;;"4";39.3700;;;;;"pansement Adhesive talon [Rond]";787.4000;39.3700;39.3700;"34306";"pansements actifs [NOVOS: pansement actif]";false;false;;false;false;false;true;false
"2441681";"CABA";"0002634";;"23176-1784";"U";"Restofit 388/466/543 susp. (pdr, sachet) 30x10g";;"00033";;30;"x";10.0000;"g";;;0.0000;;;;;;18.8000;;;;;"susp. (pdr, sachet)";6.2700;18.8000;18.8000;"4937";"carbonate + kaolin + magnésium hydroxyde oral 388 mg + 466 mg + 543 mg / 10 g";false;false;;false;false;false;true;false
"4386983";"BCABA";"8904518";"B";"47589-240";"O";"Evrenzo compr. pellic. 12x 150mg";;"00004";;12;"x";;;;;0.0000;;;;"R";"a4";327.6500;;;;;"compr. pellic.";0.0000;0.0000;0.0000;"47852";"roxadustat oral 150 mg";false;false;;true;false;false;true;false
"1574045";"JKAC";"0018689";"G";"9811-1347";"O";"Exelon gél. 56x 1,5mg";;"00012";;56;"x";;;;;0.0000;;;;"R";"b4";36.4500;;;;;"gél.";16.6300;9.3100;5.5400;"27813";"rivastigmine oral 1,5 mg";false;true;;true;false;false;true;false
"1574052";"JKAC";"0018689";"G";"9811-1347";"O";"Exelon gél. 56x 3mg";;"00012";;56;"x";;;;;0.0000;;;;"R";"b4";38.6600;;;;;"gél.";17.5500;9.8300;5.8500;"27821";"rivastigmine oral 3 mg";false;true;;true;false;false;true;false
"1574060";"JKAC";"0018689";"G";"9811-1347";"O";"Exelon gél. 56x 4,5mg";;"00012";;56;"x";;;;;0.0000;;;;"R";"b4";38.6600;;;;;"gél.";17.5500;9.8300;5.8500;"27839";"rivastigmine oral 4,5 mg";false;true;;true;false;false;true;false
"1770379";"JBBAB";"0020222";;"7179-3467";"O";"Dehydrobenzperidol sol. inj. i.m. [amp.] 10x 5mg/2ml";;"00219";;10;"x";;;;;0.0000;;;;"R";;55.6700;;;;;"sol. inj. i.m. [amp.]";556.7000;55.6700;55.6700;"9993";"dropéridol injection 5 mg / 2 ml";false;false;;false;false;false;true;false
"1574078";"JKAC";"0018689";"G";"9811-1347";"O";"Exelon gél. 56x 6mg";;"00012";;56;"x";;;;;0.0000;;;;"R";"b4";39.4900;;;;;"gél.";17.9100;10.0300;5.9600;"27854";"rivastigmine oral 6 mg";false;true;;true;false;false;true;false
"4187365";"JKAC";"0018689";;"9811-1347";"O";"Exelon dispositif transderm. 30x 13,3mg/24h";;"00177";;30;"x";;;;;0.0000;;;;"R";;89.7000;;;;;"dispositif transderm.";299.0000;89.7000;89.7000;"27805";"rivastigmine dispositif transdermique 13,3 mg / 24 h [no switch: transdermique]";false;false;;false;false;false;true;false
"2473221";"JKAC";"0018689";"G";"9811-1347";"O";"Exelon dispositif transderm. 30x 4,6mg/24h";;"00177";;30;"x";;;;;0.0000;;;;"R";"b4";25.8300;;;;;"dispositif transderm.";22.7000;6.8100;4.0600;"27847";"rivastigmine dispositif transdermique 4,6 mg / 24 h [no switch: transdermique]";false;true;;true;false;false;true;false
"2473205";"JKAC";"0018689";"G";"9811-1347";"O";"Exelon dispositif transderm. 30x 9,5mg/24h";;"00177";;30;"x";;;;;0.0000;;;;"R";"b4";25.8300;;;;;"dispositif transderm.";22.7000;6.8100;4.0600;"27862";"rivastigmine dispositif transdermique 9,5 mg / 24 h [no switch: transdermique]";false;true;;true;false;false;true;false
"2473213";"JKAC";"0018689";"G";"9811-1347";"O";"Exelon dispositif transderm. 90x 9,5mg/24h";;"00177";;90;"x";;;;;0.0000;;;;"R";"b4";62.4400;;;;;"dispositif transderm.";16.6700;15.0000;9.1700;"27862";"rivastigmine dispositif transdermique 9,5 mg / 24 h [no switch: transdermique]";false;true;;true;false;false;true;false
"2388577";"AADG";"0000174";"G";"9860-1347";"U";"Exforge 10/160 compr. pellic. 98x";;"00004";;98;"x";;;;;0.0000;;;;"R";"b";48.1300;;;;;"compr. pellic.";12.3200;12.0700;7.1700;"1685";"valsartan + amlodipine oral 160 mg + 10 mg";false;true;;true;false;false;true;false
"2388593";"AADG";"0000174";"G";"9860-1347";"U";"Exforge 5/160 compr. pellic. 98x";;"00004";;98;"x";;;;;0.0000;;;;"R";"b";44.2200;;;;;"compr. pellic.";11.3800;11.1500;6.6200;"1735";"valsartan + amlodipine oral 160 mg + 5 mg";false;true;;true;false;false;true;false
"0601138";"HBAA";"0006437";;"29371-1743";"O";"Croix Blanche Mono sol. (pdr, sachet) 20x 500mg";;"00217";;20;"x";;;;;0.0000;;;;;;3.4500;;;;;"sol. (pdr, sachet)";17.2500;3.4500;3.4500;"24901";"paracétamol oral 500 mg";false;false;;false;false;false;true;false
