"StofCV";"nInNm";"fInNm";"NBase";"NInNmX";"NSaltEstr";"FBase";"FInNmX";"FSaltEstr";"Amb";"Hosp"
"00602";"entecavir";"entécavir";"entecavir";"monohydraat";;"entécavir";"monohydraté";;true;false
"00627";"eribuline mesilaat";"éribuline mésilate";"eribuline";;"mesilaat";"éribuline";;"mésilate";true;false
"00697";"fenoterol";"fénotérol";"fenoterol";;;"fénotérol";;;true;false
"00186";"benzoaat natrium";"benzoate sodium";"benzoaat";;"natrium";"benzoate";;"sodium";true;false
"00190";"benzylpenicilline benzathine";"benzylpénicilline benzathine";"benzylpenicilline";;"benzathine";"benzylpénicilline";;"benzathine";true;false
"00493";"dexamethason";"dexaméthasone";"dexamethason";;;"dexaméthasone";;;true;false
"01509";"quinapril hydrochloride";"quinapril chlorhydrate";"quinapril";;"hydrochloride";"quinapril";;"chlorhydrate";true;false
"01510";"rabeprazol";"rabéprazole";"rabeprazol";;;"rabéprazole";;;true;false
"01511";"rabeprazol natrium";"rabéprazole sodium";"rabeprazol";;"natrium";"rabéprazole";;"sodium";true;false
"01513";"racecadotril";"racécadotril";"racecadotril";;;"racécadotril";;;true;false
"01514";"raloxifeen";"raloxifène";"raloxifeen";;;"raloxifène";;;true;false
"01515";"raloxifeen hydrochloride";"raloxifène chlorhydrate";"raloxifeen";;"hydrochloride";"raloxifène";;"chlorhydrate";true;false
"01516";"raltegravir";"raltégravir";"raltegravir";;;"raltégravir";;;true;false
"01541";"rifabutine";"rifabutine";"rifabutine";;;"rifabutine";;;true;false
"01542";"rifampicine";"rifampicine";"rifampicine";;;"rifampicine";;;true;false
"01544";"rifaximine";"rifaximine";"rifaximine";;;"rifaximine";;;true;false
"01546";"riluzol";"riluzole";"riluzol";;;"riluzole";;;true;false
"01547";"rimexolon";"rimexolone";"rimexolon";;;"rimexolone";;;true;false
"01549";"risedronaat natrium";"risédronate sodium";"risedronaat";;"natrium";"risédronate";;"sodium";true;false
"01550";"risperidon";"rispéridone";"risperidon";;;"rispéridone";;;true;false
"00838";"gosereline";"goséréline";"gosereline";;;"goséréline";;;true;false
"00497";"dexketoprofen";"dexkétoprofène";"dexketoprofen";;;"dexkétoprofène";;;true;false
"00504";"dextromethorfan";"dextrométhorphane";"dextromethorfan";;;"dextrométhorphane";;;true;false
"00506";"diazepam";"diazépam";"diazepam";;;"diazépam";;;true;false
"00172";"beclometason dipropionaat";"béclométasone dipropionate";"beclometason";;"dipropionaat";"béclométasone";;"dipropionate";true;false
"00240";"bromazepam";"bromazépam";"bromazepam";;;"bromazépam";;;true;false
"01566";"ropivacaïne hydrochloride";"ropivacaïne chlorhydrate";"ropivacaïne";"monohydraat";"hydrochloride";"ropivacaïne";"monohydraté";"chlorhydrate";true;false
"01218";"mycofenolaat mofetil";"mycophénolate mofétil";"mycofenolaat";;"mofetil";"mycophénolate";;"mofétil";true;false
"01225";"nafazoline nitraat";"naphazoline nitrate";"nafazoline";;"nitraat";"naphazoline";;"nitrate";true;false
"01512";"rabiësvirus (geïnactiveerd)";"virus de la rage (inactivés)";"rabiësvirus";"geïnactiveerd [biologisch, viraal]";;"virus de la rage";"inactivés [biologique, viral]";;true;false
"01563";"ropinirol";"ropinirole";"ropinirol";;;"ropinirole";;;true;false
"00344";"chloormadinon acetaat";"chlormadinone acétate";"chloormadinon";;"acetaat";"chlormadinone";;"acétate";true;false
"01952";"proteolytische enzymen (concentraat) (verrijkt in bromelaïne)";"enzymes protéolytiques (concentré) (riche en bromélaïne)";"proteolytische enzymen (concentraat)";"verrijkt in bromelaïne [biologisch, plantaardig]";;"enzymes protéolytiques (concentré)";"riche en bromélaïne [biologique, végétal]";;true;false
"01564";"ropinirol hydrochloride";"ropinirole chlorhydrate";"ropinirol";;"hydrochloride";"ropinirole";;"chlorhydrate";true;false
"00549";"domperidon";"dompéridone";"domperidon";;;"dompéridone";;;true;false
"01565";"ropivacaïne";"ropivacaïne";"ropivacaïne";;;"ropivacaïne";;;true;false
"01570";"rosuvastatine calcium";"rosuvastatine calcium";"rosuvastatine";;"calcium";"rosuvastatine";;"calcium";true;false
"02028";"ijzer(III) (onder vorm van sucroferri-oxyhydroxide)";"fer(III) (sous forme d'oxyhydroxyde sucro-ferrique)";"ijzer(III)";"onder vorm van sucroferri-oxyhydroxide";;"fer(III)";"sous forme d'oxyhydroxyde sucro-ferrique";;true;false
"01574";"roxithromycine";"roxithromycine";"roxithromycine";;;"roxithromycine";;;true;false
"00478";"decitabine";"décitabine";"decitabine";;;"décitabine";;;true;false
"00110";"anagrelide hydrochloride";"anagrélide chlorhydrate";"anagrelide";;"hydrochloride";"anagrélide";;"chlorhydrate";true;false
"00154";"azelastine hydrochloride";"azélastine chlorhydrate";"azelastine";;"hydrochloride";"azélastine";;"chlorhydrate";true;false
"01968";"gelatine";"gélatine";"gelatine";;;"gélatine";;;true;false
"00480";"deferasirox";"déférasirox";"deferasirox";;;"déférasirox";;;true;false
"00508";"dichloorbenzylalcohol";"dichlorobenzylalcool";"dichloorbenzylalcohol";;;"dichlorobenzylalcool";;;true;false
"00509";"diclofenac";"diclofénac";"diclofenac";;;"diclofénac";;;true;false
"00510";"diclofenac kalium";"diclofénac potassium";"diclofenac";;"kalium";"diclofénac";;"potassium";true;false
"00511";"diclofenac natrium";"diclofénac sodium";"diclofenac";;"natrium";"diclofénac";;"sodium";true;false
"00512";"diclofenac natrium (onder de vorm van diethylaminediclofenac)";"diclofénac sodium (sous forme de diclofénac diéthylamine)";"diclofenac";"onder de vorm van diethylaminediclofenac";"natrium";"diclofénac";"sous forme de diclofénac diéthylamine";"sodium";true;false
"01967";"fenoxyethanol";"phénoxyéthanol";"fenoxyethanol";;;"phénoxyéthanol";;;true;false
"00803";"gadoxetinezuur";"acide gadoxétique";"gadoxetinezuur";;;"acide gadoxétique";;;true;false
"01336";"oxybutynine";"oxybutynine";"oxybutynine";;;"oxybutynine";;;true;false
"01342";"oxytetracycline";"oxytétracycline";"oxytetracycline";;;"oxytétracycline";;;true;false
"01347";"paliperidon";"palipéridone";"paliperidon";;;"palipéridone";;;true;false
"00950";"isoconazol";"isoconazole";"isoconazol";;;"isoconazole";;;true;false
"00953";"isoprenaline";"isoprénaline";"isoprenaline";;;"isoprénaline";;;true;false
"01047";"levothyroxine";"lévothyroxine";"levothyroxine";;;"lévothyroxine";;;true;false
"02092";"imipenem";"imipénem";"imipenem";"watervrij";;"imipénem";"anhydre";;true;false
"01987";"ijzer(II)";"fer(II)";"ijzer(II)";;;"fer(II)";;;true;false
"01614";"simeticon";"siméticone";"simeticon";;;"siméticone";;;true;false
"01575";"rubellavirus (levend verzwakt)";"virus de la rubéole (vivants atténués)";"rubellavirus";"levend verzwakt [biologisch, viraal]";;"virus de la rubéole";"vivants atténués [biologique, viral]";;true;false
"01577";"rupatadine fumaraat";"rupatadine fumarate";"rupatadine";;"fumaraat";"rupatadine";;"fumarate";true;false
"01581";"salbutamol sulfaat";"salbutamol sulfate";"salbutamol";;"sulfaat";"salbutamol";;"sulfate";true;false
"01582";"salicylzuur";"acide salicylique";"salicylzuur";;;"acide salicylique";;;true;false
"00428";"cobicistat";"cobicistat";"cobicistat";;;"cobicistat";;;true;false
"01583";"salicylaat choline";"salicylate choline";"salicylaat";;"choline";"salicylate";;"choline";true;false
"01585";"salmeterol";"salmétérol";"salmeterol";;;"salmétérol";;;true;false
"01586";"salmeterol xinafoaat";"salmétérol xinafoate";"salmeterol";;"xinafoaat";"salmétérol";;"xinafoate";true;false
"01590";"sapropterine dihydrochloride";"saproptérine dichlorhydrate";"sapropterine";;"dihydrochloride";"saproptérine";;"dichlorhydrate";true;false
"01592";"saquinavir mesilaat";"saquinavir mésilate";"saquinavir";;"mesilaat";"saquinavir";;"mésilate";true;false
"01868";"zwavel hexafluoride";"soufre hexafluorure ";"zwavel";;"hexafluoride";"soufre";;"hexafluorure ";true;false
"01942";"teriflunomide";"tériflunomide";"teriflunomide";;;"tériflunomide";;;true;false
"01435";"polymyxine B sulfaat";"polymyxine B sulfate";"polymyxine B";"[bacterieel]";"sulfaat";"polymyxine B";"[bactérien]";"sulfate";true;false
"01596";"scopolamine hydrobromide";"scopolamine bromhydrate";"scopolamine";;"hydrobromide";"scopolamine";;"bromhydrate";true;false
"01597";"selegiline";"sélégiline";"selegiline";;;"sélégiline";;;true;false
"01598";"selegiline hydrochloride";"sélégiline chlorhydrate";"selegiline";;"hydrochloride";"sélégiline";;"chlorhydrate";true;false
"02765";"maribavir";"maribavir";"maribavir";;;"maribavir";;;true;false
"01601";"Serenoa repens (extract)";"Serenoa repens (extrait)";"Serenoa repens";"extract [plantaardig]";;"Serenoa repens";"extrait [végétal]";;true;false
"01602";"Serenoa repens (tinctuur)";"Serenoa repens (teinture)";"Serenoa repens";"tinctuur [plantaardig]";;"Serenoa repens";"teinture [végétal]";;true;false
"01603";"sertindol";"sertindole";"sertindol";;;"sertindole";;;true;false
"01605";"sertraline hydrochloride";"sertraline chlorhydrate";"sertraline";;"hydrochloride";"sertraline";;"chlorhydrate";true;false
"01606";"sevelamer";"sévélamer";"sevelamer";;;"sévélamer";;;true;false
"01607";"sevelamer carbonaat";"sévélamer carbonate";"sevelamer";;"carbonaat";"sévélamer";;"carbonate";true;false
"01608";"sevelamer hydrochloride";"sévélamer chlorhydrate";"sevelamer";;"hydrochloride";"sévélamer";;"chlorhydrate";true;false
"01609";"sildenafil";"sildénafil";"sildenafil";;;"sildénafil";;;true;false
"01368";"paromomycine";"paromomycine";"paromomycine";;;"paromomycine";;;true;false
"01386";"pemetrexed";"pémétrexed";"pemetrexed";;;"pémétrexed";;;true;false
"00034";"aescine";"aescine";"aescine";"[plantaardig]";;"aescine";"[végétal]";;true;false
"00133";"atazanavir sulfaat";"atazanavir sulfate";"atazanavir";;"sulfaat";"atazanavir";;"sulfate";true;false
"00136";"atomoxetine hydrochloride";"atomoxétine chlorhydrate";"atomoxetine";;"hydrochloride";"atomoxétine";;"chlorhydrate";true;false
"00228";"boorzuur";"acide borique";"boorzuur";;;"acide borique";;;true;false
"00513";"diclofenac natrium (onder de vorm van epolaminediclofenac)";"diclofénac sodium (sous forme de diclofénac épolamine)";"diclofenac";"onder de vorm van epolaminediclofenac";"natrium";"diclofénac";"sous forme de diclofénac épolamine";"sodium";true;false
"00518";"difenylpyraline";"diphénylpyraline";"difenylpyraline";;;"diphénylpyraline";;;true;false
"01611";"silibinine";"silibinine";"silibinine";"[plantaardig]";;"silibinine";"[végétal]";;true;false
"01612";"silodosine";"silodosine";"silodosine";;;"silodosine";;;true;false
"01615";"simvastatine";"simvastatine";"simvastatine";;;"simvastatine";;;true;false
"01618";"sitagliptine";"sitagliptine";"sitagliptine";;;"sitagliptine";;;true;false
"01621";"solifenacine succinaat";"solifénacine succinate";"solifenacine";;"succinaat";"solifénacine";;"succinate";true;false
"01622";"somatoreline";"somatoréline";"somatoreline";;;"somatoréline";;;true;false
"01589";"sapropterine";"saproptérine";"sapropterine";;;"saproptérine";;;true;false
"01623";"somatoreline acetaat";"somatoréline acétate";"somatoreline";;"acetaat";"somatoréline";;"acétate";true;false
"01624";"somatostatine";"somatostatine";"somatostatine";;;"somatostatine";;;true;false
"00525";"dihydro-ergotamine mesilaat";"dihydroergotamine mésilate";"dihydro-ergotamine";;"mesilaat";"dihydroergotamine";;"mésilate";true;false
"00527";"dihydrocodeïne waterstoftartraat";"dihydrocodéine hydrogénotartrate";"dihydrocodeïne";;"waterstoftartraat";"dihydrocodéine";;"hydrogénotartrate";true;false
"01411";"piperacilline";"pipéracilline";"piperacilline";;;"pipéracilline";;;true;false
"00529";"diltiazem hydrochloride";"diltiazem chlorhydrate";"diltiazem";;"hydrochloride";"diltiazem";;"chlorhydrate";true;false
"00799";"gadopentetaat dimeglumine";"gadopentétate diméglumine";"gadopentetaat";;"dimeglumine";"gadopentétate";;"diméglumine";true;false
"00157";"aztreonam";"aztréonam";"aztreonam";;;"aztréonam";;;true;false
"00372";"cinchocaïne";"cinchocaïne";"cinchocaïne";;;"cinchocaïne";;;true;false
"00399";"clobetasol";"clobétasol";"clobetasol";;;"clobétasol";;;true;false
"00401";"clobetason";"clobétasone";"clobetason";;;"clobétasone";;;true;false
"00406";"clomifeen";"clomifène";"clomifeen";;;"clomifène";;;true;false
"00544";"docetaxel";"docétaxel";"docetaxel";"watervrij";;"docétaxel";"anhydre";;true;false
"01648";"sulfacetamide natrium";"sulfacétamide sodium";"sulfacetamide";;"natrium";"sulfacétamide";;"sodium";true;false
"01650";"sulfadiazine zilver";"sulfadiazine argent";"sulfadiazine";;"zilver";"sulfadiazine";;"argent";true;false
"01760";"topiramaat";"topiramate";"topiramaat";;;"topiramate";;;true;false
"01626";"somatropine";"somatropine";"somatropine";"[biologisch, biosynthetisch]";;"somatropine";"[biologique, biosynthétique]";;true;false
"00547";"docusaat natrium";"docusate sodium";"docusaat";;"natrium";"docusate";;"sodium";true;false
"02768";"glofitamab";"glofitamab";"glofitamab";"[biologisch, biosynthetisch]";;"glofitamab";"[biologique, biosynthétique]";;true;false
"00161";"bacitracine";"bacitracine";"bacitracine";;;"bacitracine";;;true;false
"00162";"baclofen";"baclofène";"baclofen";;;"baclofène";;;true;false
"00175";"benazepril hydrochloride";"bénazépril chlorhydrate";"benazepril";;"hydrochloride";"bénazépril";;"chlorhydrate";true;false
"01960";"albiglutide";"albiglutide";"albiglutide";"[biologisch, biosynthetisch]";;"albiglutide";"[biologique, biosynthétique]";;true;false
"00177";"bendamustine hydrochloride";"bendamustine chlorhydrate";"bendamustine";;"hydrochloride";"bendamustine";;"chlorhydrate";true;false
"00187";"benzoxonium chloride";"benzoxonium chlorure";"benzoxonium";;"chloride";"benzoxonium";;"chlorure";true;false
"00685";"fenazopyridine";"phénazopyridine";"fenazopyridine";;;"phénazopyridine";;;true;false
"00690";"feniramine";"phéniramine";"feniramine";;;"phéniramine";;;true;false
"01700";"testosteron";"testostérone";"testosteron";;;"testostérone";;;true;false
"00182";"benzalkonium chloride";"benzalkonium chlorure";"benzalkonium";;"chloride";"benzalkonium";;"chlorure";true;false
"00199";"betamethason natriumfosfaat";"bétaméthasone phosphate sodique";"betamethason";;"natriumfosfaat";"bétaméthasone";;"phosphate sodique";true;false
"01215";"mupirocine calcium";"mupirocine calcium";"mupirocine";"[bacterieel]";"calcium";"mupirocine";"[bactérien]";"calcium";true;false
"01236";"nandrolon decanoaat";"nandrolone décanoate";"nandrolon";;"decanoaat";"nandrolone";;"décanoate";true;false
"01627";"sorafenib";"sorafénib";"sorafenib";;;"sorafénib";;;true;false
"01631";"sotalol hydrochloride";"sotalol chlorhydrate";"sotalol";;"hydrochloride";"sotalol";;"chlorhydrate";true;false
"01632";"spectinomycine";"spectinomycine";"spectinomycine";"[bacterieel]";;"spectinomycine";"[bactérien]";;true;false
"01633";"spectinomycine hydrochloride";"spectinomycine chlorhydrate";"spectinomycine";"[bacterieel]";"hydrochloride";"spectinomycine";"[bactérien]";"chlorhydrate";true;false
"01634";"spiramycine";"spiramycine";"spiramycine";;;"spiramycine";;;true;false
"01619";"sitagliptine fosfaat";"sitagliptine phosphate";"sitagliptine";"monohydraat";"fosfaat";"sitagliptine";"monohydraté";"phosphate";true;false
"01746";"tiotropium bromide";"tiotropium bromure";"tiotropium";"monohydraat";"bromide";"tiotropium";"monohydraté";"bromure";true;false
"01635";"spironolacton";"spironolactone";"spironolacton";;;"spironolactone";;;true;false
"01637";"Sterculia urens (gom)";"Sterculia urens (gomme)";"Sterculia urens";"gom [plantaardig]";;"Sterculia urens";"gomme [végétal]";;true;false
"01640";"strontium ranelaat";"strontium ranélate";"strontium";;"ranelaat";"strontium";;"ranélate";true;false
"01642";"sufentanil citraat";"sufentanil citrate";"sufentanil";;"citraat";"sufentanil";;"citrate";true;false
"01646";"sulconazol nitraat";"sulconazole nitrate";"sulconazol";;"nitraat";"sulconazole";;"nitrate";true;false
"00200";"betamethason valeraat";"bétaméthasone valérate";"betamethason";;"valeraat";"bétaméthasone";;"valérate";true;false
"00252";"buprenorfine";"buprénorphine";"buprenorfine";;;"buprénorphine";;;true;false
"00568";"doxycycline";"doxycycline";"doxycycline";"monohydraat";;"doxycycline";"monohydraté";;true;false
"01953";"umeclidinium";"uméclidinium";"umeclidinium";;;"uméclidinium";;;true;false
"01954";"umeclidinium bromide";"uméclidinium bromure";"umeclidinium";;"bromide";"uméclidinium";;"bromure";true;false
"02529";"burosumab";"burosumab";"burosumab";"[biologisch, biosynthetisch]";;"burosumab";"[biologique, biosynthétique]";;true;false
"00565";"doxorubicine hydrochloride";"doxorubicine chlorhydrate";"doxorubicine";;"hydrochloride";"doxorubicine";;"chlorhydrate";true;false
"00569";"doxycycline hyclaat";"doxycycline hyclate";"doxycycline";;"hyclaat";"doxycycline";;"hyclate";true;false
"01973";"polyquad";"polyquad";"polyquad";;;"polyquad";;;true;false
"01118";"memantine";"mémantine";"memantine";;;"mémantine";;;true;false
"01647";"sulfacetamide";"sulfacétamide";"sulfacetamide";;;"sulfacétamide";;;true;false
"01610";"sildenafil citraat";"sildénafil citrate";"sildenafil";;"citraat";"sildénafil";;"citrate";true;false
"01628";"sorafenib tosylaat";"sorafénib tosylate";"sorafenib";;"tosylaat";"sorafénib";;"tosylate";true;false
"01651";"sulfamethoxazol";"sulfaméthoxazole";"sulfamethoxazol";;;"sulfaméthoxazole";;;true;false
"00342";"chloorhexidine digluconaat";"chlorhexidine digluconate";"chloorhexidine";;"digluconaat";"chlorhexidine";;"digluconate";true;false
"01655";"sulfoguaiacol";"sulfogaïacol";"sulfoguaiacol";;;"sulfogaïacol";;;true;false
